iter	Passed	Remaining
586	29229	45462
587	29283	45419
588	29335	45373
589	29392	45334
590	29448	45293
591	29505	45254
592	29560	45212
593	29619	45176
594	29700	45174
595	29855	45284
596	29950	45301
597	30015	45273
598	30066	45224
599	30119	45179
600	30172	45133
601	30224	45086
602	30280	45044
603	30333	44997
604	30388	44954
605	30445	44914
606	30502	44874
607	30564	44841
608	30637	44823
609	30703	44796
610	30757	44751
611	30811	44706
612	30860	44654
613	30910	44603
614	30964	44558
615	31011	44504
616	31053	44441
617	31101	44387
618	31145	44328
619	31196	44278
620	31244	44224
621	31293	44173
622	31345	44124
623	31395	44075
624	31448	44027
625	31495	43973
626	31552	43931
627	31609	43890
628	31657	43836
629	31705	43783
630	31757	43735
631	31805	43682
632	31858	43635
633	31903	43578
634	31948	43520
635	32001	43474
636	32055	43427
637	32105	43377
638	32152	43323
639	32206	43277
640	32250	43218
641	32298	43165
642	32348	43115
643	32394	43057
644	32440	43002
645	32491	42953
646	32544	42906
647	32596	42858
648	32646	42807
649	32694	42753
650	32740	42698
651	32791	42649
652	32839	42595
653	32887	42542
654	32937	42492
655	32987	42441
656	33036	42389
657	33083	42335
658	33126	42275
659	33176	42225
660	33230	42179
661	33284	42133
662	33335	42084
663	33385	42033
664	33433	41980
665	33484	41930
666	33538	41885
667	33587	41833
668	33630	41773
669	33677	41720
670	33725	41666
671	33770	41609
672	33815	41553
673	33856	41492
674	33900	41433
675	33951	41384
676	34005	41338
677	34055	41288
678	34104	41236
679	34148	41178
680	34197	41127
681	34245	41074
682	34301	41030
683	34371	41004
684	34430	40964
685	34474	40906
686	34529	40862
687	34580	40813
688	34628	40760
689	34673	40703
690	34717	40645
691	34768	40596
692	34816	40543
693	34869	40497
694	34910	40436
695	34956	40380
696	35002	40325
697	35050	40273
698	35095	40217
699	35140	40160
700	35188	40107
701	35231	40049
702	35277	39994
703	35322	39938
704	35367	39882
705	35414	39828
706	35461	39775
707	35508	39721
708	35559	39672
709	35600	39612
710	35648	39559
711	35694	39504
712	35738	39447
713	35778	39385
714	35822	39329
715	35868	39274
716	35915	39221
717	35959	39165
718	36001	39105
719	36045	39049
720	36088	38991
721	36133	38935
722	36181	38884
723	36224	38825
724	36273	38774
725	36321	38723
726	36369	38671
727	36417	38618
728	36463	38564
729	36514	38515
730	36564	38465
731	36611	38411
732	36658	38359
733	36709	38309
734	36757	38257
735	36806	38206
736	36856	38156
737	36903	38103
738	36943	38043
739	36989	37989
740	37036	37936
741	37081	37880
742	37127	37827
743	37174	37773
744	37218	37718
745	37264	37663
746	37308	37608
747	37353	37552
748	37400	37499
749	37448	37448
750	37494	37395
751	37544	37344
752	37585	37286
753	37632	37233
754	37680	37181
755	37731	37133
756	37774	37076
757	37823	37025
758	37870	36972
759	37915	36917
760	37965	36867
761	38014	36817
762	38067	36770
763	38122	36725
764	38172	36675
765	38222	36625
766	38263	36567
767	38311	36515
768	38361	36465
769	38404	36409
770	38453	36358
771	38503	36308
772	38548	36254
773	38593	36200
774	38637	36145
775	38686	36093
776	38726	36034
777	38776	35985
778	38824	35933
779	38867	35877
780	38911	35822
781	38954	35766
782	39003	35716
783	39050	35663
784	39097	35611
785	39143	35558
786	39194	35509
787	39241	35457
788	39287	35403
789	39332	35349
790	39379	35297
791	39426	35244
792	39473	35192
793	39518	35138
794	39561	35082
795	39608	35030
796	39657	34979
797	39709	34932
798	39758	34882
799	39802	34827
800	39844	34771
801	39892	34719
802	39937	34665
803	39984	34613
804	40036	34565
805	40080	34511
806	40126	34457
807	40171	34404
808	40209	34344
809	40257	34293
810	40305	34242
811	40351	34189
812	40398	34137
813	40443	34083
814	40492	34033
815	40539	33981
816	40582	33926
817	40631	33876
818	40680	33826
819	40730	33776
820	40776	33724
821	40823	33671
822	40873	33622
823	40912	33564
824	40961	33514
825	41005	33459
826	41053	33408
827	41102	33358
828	41151	33308
829	41196	33254
830	41243	33203
831	41291	33152
832	41335	33097
833	41383	33046
834	41427	32992
835	41477	32943
836	41526	32893
837	41574	32842
838	41614	32785
839	41655	32729
840	41706	32680
841	41754	32630
842	41802	32579
843	41852	32529
844	41904	32481
845	41951	32430
846	41997	32378
847	42051	32332
848	42096	32278
849	42141	32225
850	42187	32173
851	42234	32122
852	42282	32071
853	42324	32015
854	42374	31966
855	42417	31912
856	42461	31858
857	42544	31834
858	42594	31784
859	42653	31741
860	42701	31691
861	42750	31641
862	42799	31591
863	42850	31542
864	42897	31491
865	42938	31435
866	42983	31382
867	43024	31326
868	43070	31274
869	43114	31220
870	43159	31167
871	43201	31113
872	43251	31064
873	43298	31012
874	43345	30961
875	43389	30907
876	43430	30851
877	43475	30799
878	43523	30748
879	43573	30699
880	43620	30648
881	43674	30601
882	43717	30547
883	43768	30499
884	43816	30448
885	43868	30400
886	43924	30355
887	43977	30309
888	44029	30261
889	44071	30206
890	44127	30160
891	44176	30111
892	44223	30060
893	44271	30009
894	44322	29960
895	44372	29911
896	44420	29861
897	44472	29813
898	44518	29761
899	44563	29709
900	44609	29656
901	44659	29607
902	44708	29558
903	44754	29506
904	44804	29457
905	44856	29409
906	44911	29363
907	44956	29311
908	45007	29262
909	45056	29212
910	45104	29162
911	45149	29109
912	45193	29056
913	45242	29006
914	45290	28956
915	45343	28908
916	45391	28858
917	45447	28813
918	45502	28766
919	45549	28715
920	45596	28665
921	45643	28613
922	45687	28560
923	45732	28508
924	45780	28458
925	45829	28408
926	45879	28359
927	45928	28309
928	45977	28259
929	46025	28209
930	46074	28159
931	46125	28110
932	46174	28060
933	46223	28011
934	46266	27957
935	46317	27909
936	46368	27860
937	46415	27809
938	46465	27760
939	46513	27710
940	46563	27660
941	46614	27612
942	46661	27561
943	46713	27513
944	46754	27459
945	46806	27410
946	46853	27360
947	46886	27300
948	46936	27252
949	46986	27202
950	47037	27154
951	47086	27104
952	47133	27053
953	47177	27000
954	47224	26949
955	47275	26901
956	47320	26849
957	47367	26798
958	47413	26747
959	47458	26695
960	47506	26645
961	47548	26591
962	47596	26541
963	47646	26492
964	47695	26442
965	47742	26391
966	47789	26341
967	47839	26291
968	47889	26242
969	47937	26192
970	47985	26142
971	48033	26092
972	48077	26040
973	48131	25993
974	48179	25942
975	48225	25891
976	48274	25841
977	48320	25790
978	48368	25740
979	48415	25689
980	48458	25637
981	48507	25587
982	48557	25538
983	48608	25489
984	48657	25440
985	48708	25391
986	48761	25344
987	48807	25292
988	48858	25244
989	48904	25193
990	48947	25140
991	48998	25092
992	49046	25041
993	49091	24990
994	49139	24940
995	49190	24891
996	49242	24843
997	49285	24790
998	49333	24740
999	49380	24690
1000	49429	24640
1001	49480	24591
1002	49531	24543
1003	49581	24494
1004	49631	24445
1005	49682	24396
1006	49730	24346
1007	49783	24299
1008	49829	24248
1009	49877	24198
1010	49926	24148
1011	49975	24098
1012	50027	24050
1013	50077	24001
1014	50129	23953
1015	50180	23904
1016	50226	23853
1017	50274	23803
1018	50326	23755
1019	50378	23707
1020	50425	23657
1021	50478	23609
1022	50522	23557
1023	50570	23507
1024	50616	23456
1025	50666	23407
1026	50713	23357
1027	50764	23308
1028	50811	23257
1029	50860	23208
1030	50907	23157
1031	50950	23105
1032	51001	23056
1033	51050	23007
1034	51100	22958
1035	51148	22908
1036	51193	22856
1037	51246	22809
1038	51301	22762
1039	51355	22714
1040	51405	22665
1041	51455	22616
1042	51506	22567
1043	51551	22516
1044	51606	22469
1045	51654	22420
1046	51712	22374
1047	51767	22327
1048	51820	22279
1049	51871	22230
1050	51925	22183
1051	51974	22133
1052	52030	22086
1053	52072	22034
1054	52124	21986
1055	52171	21935
1056	52221	21886
1057	52270	21837
1058	52316	21786
1059	52363	21735
1060	52416	21687
1061	52468	21639
1062	52518	21590
1063	52566	21540
1064	52612	21489
1065	52656	21437
1066	52704	21388
1067	52754	21338
1068	52802	21289
1069	52851	21239
1070	52893	21187
1071	52936	21135
1072	52979	21083
1073	53032	21035
1074	53080	20985
1075	53124	20933
1076	53170	20883
1077	53219	20833
1078	53275	20786
1079	53321	20736
1080	53374	20688
1081	53427	20640
1082	53481	20592
1083	53535	20545
1084	53588	20497
1085	53639	20448
1086	53690	20399
1087	53738	20349
1088	53790	20301
1089	53844	20253
1090	53894	20204
1091	53944	20155
1092	53997	20107
1093	54047	20057
1094	54101	20010
1095	54158	19963
1096	54210	19915
1097	54265	19867
1098	54315	19818
1099	54357	19766
1100	54401	19715
1101	54451	19665
1102	54502	19616
1103	54547	19566
1104	54598	19517
1105	54650	19468
1106	54698	19418
1107	54747	19369
1108	54790	19317
1109	54841	19268
1110	54886	19217
1111	54937	19168
1112	54981	19117
1113	55028	19067
1114	55080	19018
1115	55128	18968
1116	55178	18919
1117	55229	18870
1118	55273	18819
1119	55324	18770
1120	55371	18720
1121	55415	18669
1122	55463	18619
1123	55507	18568
1124	55557	18519
1125	55606	18469
1126	55654	18419
1127	55702	18369
1128	55746	18318
1129	55790	18267
1130	55837	18217
1131	55887	18168
1132	55931	18117
1133	55977	18066
1134	56025	18017
1135	56073	17967
1136	56124	17918
1137	56175	17869
1138	56224	17819
1139	56272	17770
1140	56317	17719
1141	56365	17669
1142	56412	17619
1143	56458	17569
1144	56504	17518
1145	56553	17469
1146	56601	17419
1147	56639	17366
1148	56683	17315
1149	56730	17265
1150	56782	17217
1151	56838	17169
1152	56886	17120
1153	56938	17071
1154	56986	17022
1155	57032	16971
1156	57077	16921
1157	57124	16870
1158	57175	16822
1159	57227	16773
1160	57282	16725
1161	57335	16677
1162	57380	16627
1163	57426	16576
1164	57471	16526
1165	57515	16475
1166	57563	16425
1167	57610	16375
1168	57659	16326
1169	57708	16276
1170	57758	16227
1171	57802	16176
1172	57856	16128
1173	57904	16078
1174	57954	16029
1175	58001	15979
1176	58050	15930
1177	58100	15881
1178	58176	15839
1179	58232	15791
1180	58279	15741
1181	58322	15690
1182	58367	15640
1183	58419	15591
1184	58464	15541
1185	58508	15490
1186	58554	15440
1187	58602	15390
1188	58645	15339
1189	58692	15289
1190	58739	15239
1191	58781	15188
1192	58832	15139
1193	58880	15089
1194	58925	15039
1195	58979	14991
1196	59023	14940
1197	59074	14891
1198	59120	14841
1199	59165	14791
1200	59214	14742
1201	59265	14693
1202	59313	14643
1203	59362	14594
1204	59408	14543
1205	59458	14494
1206	59506	14445
1207	59551	14394
1208	59598	14345
1209	59644	14295
1210	59689	14244
1211	59741	14195
1212	59791	14146
1213	59839	14097
1214	59887	14047
1215	59936	13998
1216	59987	13949
1217	60033	13899
1218	60079	13849
1219	60126	13799
1220	60173	13749
1221	60226	13701
1222	60274	13651
1223	60326	13603
1224	60373	13553
1225	60418	13502
1226	60470	13454
1227	60514	13403
1228	60563	13354
1229	60611	13304
1230	60656	13254
1231	60701	13204
1232	60745	13154
1233	60796	13105
1234	60843	13055
1235	60887	13005
1236	60940	12956
1237	60986	12906
1238	61028	12855
1239	61077	12806
1240	61127	12757
1241	61174	12707
1242	61223	12658
1243	61270	12608
1244	61317	12558
1245	61373	12511
1246	61415	12460
1247	61463	12410
1248	61508	12360
1249	61555	12311
1250	61597	12260
1251	61648	12211
1252	61694	12161
1253	61738	12111
1254	61788	12062
1255	61841	12013
1256	61885	11963
1257	61937	11914
1258	61984	11865
1259	62031	11815
1260	62077	11765
1261	62127	11716
1262	62173	11666
1263	62221	11617
1264	62266	11567
1265	62314	11517
1266	62359	11467
1267	62408	11418
1268	62453	11368
1269	62503	11319
1270	62550	11269
1271	62596	11220
1272	62645	11170
1273	62696	11121
1274	62740	11071
1275	62779	11020
1276	62829	10971
1277	62875	10922
1278	62921	10872
1279	62972	10823
1280	63026	10774
1281	63074	10725
1282	63121	10676
1283	63167	10626
1284	63217	10577
1285	63267	10528
1286	63319	10479
1287	63371	10430
1288	63416	10380
1289	63463	10331
1290	63509	10281
1291	63558	10232
1292	63604	10182
1293	63646	10132
1294	63697	10083
1295	63745	10034
1296	63792	9984
1297	63841	9935
1298	63887	9885
1299	63936	9836
1300	63985	9787
1301	64033	9737
1302	64078	9688
1303	64122	9638
1304	64170	9588
1305	64221	9539
1306	64270	9490
1307	64315	9440
1308	64367	9392
1309	64416	9342
1310	64460	9292
1311	64506	9243
1312	64553	9193
1313	64594	9143
1314	64640	9093
1315	64693	9045
1316	64740	8995
1317	64785	8946
1318	64833	8896
1319	64882	8847
1320	64922	8797
1321	64968	8747
1322	65018	8698
1323	65070	8649
1324	65119	8600
1325	65166	8551
1326	65213	8501
1327	65259	8452
1328	65305	8402
1329	65353	8353
1330	65403	8304
1331	65447	8254
1332	65493	8205
1333	65542	8155
1334	65584	8105
1335	65629	8056
1336	65676	8006
1337	65724	7957
1338	65772	7908
1339	65819	7859
1340	65870	7810
1341	65921	7761
1342	65970	7712
1343	66011	7662
1344	66058	7612
1345	66112	7564
1346	66156	7514
1347	66200	7464
1348	66248	7415
1349	66310	7367
1350	66366	7319
1351	66418	7270
1352	66472	7222
1353	66528	7173
1354	66573	7124
1355	66621	7074
1356	66669	7025
1357	66716	6976
1358	66764	6927
1359	66814	6877
1360	66863	6828
1361	66907	6779
1362	66958	6730
1363	67009	6681
1364	67059	6632
1365	67104	6582
1366	67147	6533
1367	67195	6483
1368	67245	6434
1369	67293	6385
1370	67345	6336
1371	67394	6287
1372	67443	6238
1373	67492	6189
1374	67539	6139
1375	67587	6090
1376	67634	6041
1377	67686	5992
1378	67732	5943
1379	67783	5894
1380	67828	5844
1381	67878	5795
1382	67928	5746
1383	67979	5697
1384	68021	5648
1385	68068	5598
1386	68117	5549
1387	68163	5500
1388	68209	5450
1389	68263	5402
1390	68312	5353
1391	68363	5304
1392	68413	5255
1393	68460	5205
1394	68510	5156
1395	68555	5107
1396	68600	5057
1397	68648	5008
1398	68693	4959
1399	68742	4910
1400	68787	4860
1401	68836	4811
1402	68885	4762
1403	68931	4713
1404	68978	4664
1405	69025	4614
1406	69074	4565
1407	69121	4516
1408	69168	4467
1409	69211	4417
1410	69260	4368
1411	69308	4319
1412	69362	4270
1413	69414	4221
1414	69458	4172
1415	69505	4123
1416	69547	4073
1417	69595	4024
1418	69646	3975
1419	69694	3926
1420	69746	3877
1421	69793	3828
1422	69838	3779
1423	69886	3729
1424	69932	3680
1425	69979	3631
1426	70025	3582
1427	70064	3532
1428	70111	3483
1429	70159	3434
1430	70202	3385
1431	70247	3335
1432	70291	3286
1433	70336	3237
1434	70384	3188
1435	70424	3138
1436	70471	3089
1437	70520	3040
1438	70568	2991
1439	70613	2942
1440	70664	2893
1441	70715	2844
1442	70762	2795
1443	70813	2746
1444	70860	2697
1445	70910	2648
1446	70958	2599
1447	71009	2550
1448	71054	2500
1449	71106	2451
1450	71153	2402
1451	71204	2353
1452	71238	2304
1453	71281	2255
1454	71326	2205
1455	71353	2156
1456	71402	2107
1457	71446	2058
1458	71490	2008
1459	71536	1959
1460	71581	1910
1461	71625	1861
1462	71671	1812
1463	71717	1763
1464	71763	1714
1465	71812	1665
1466	71865	1616
1467	71910	1567
1468	71956	1518
1469	72007	1469
1470	72054	1420
1471	72103	1371
1472	72149	1322
1473	72198	1273
1474	72244	1224
1475	72292	1175
1476	72344	1126
1477	72391	1077
1478	72438	1028
1479	72485	979
1480	72533	930
1481	72582	881
1482	72630	832
1483	72676	783
1484	72719	734
1485	72772	685
1486	72819	636
1487	72868	587
1488	72917	538
1489	72965	489
1490	73014	440
1491	73063	391
1492	73108	342
1493	73153	293
1494	73192	244
1495	73232	195
1496	73280	146
1497	73326	97
1498	73371	48
1499	73417	0
