iter	RMSE
157	3.589685177
158	3.588095908
159	3.586360639
160	3.584633586
161	3.582547378
162	3.580278297
163	3.578232344
164	3.576591605
165	3.57509841
166	3.573231091
167	3.571011776
168	3.569820676
169	3.56809144
170	3.565928764
171	3.564306399
172	3.56286541
173	3.561137971
174	3.55945779
175	3.557794259
176	3.555933409
177	3.554446484
178	3.55332201
179	3.552258567
180	3.550807139
181	3.549405831
182	3.54804224
183	3.546578353
184	3.544888311
185	3.543771718
186	3.542110472
187	3.54086631
188	3.539363456
189	3.537678961
190	3.536689552
191	3.535312996
192	3.533678228
193	3.532494265
194	3.531251739
195	3.530016086
196	3.528670517
197	3.52753728
198	3.526161036
199	3.52454847
200	3.523234213
201	3.52216296
202	3.52108844
203	3.519977315
204	3.518825124
205	3.517689954
206	3.516850399
207	3.515868177
208	3.514967877
209	3.513994876
210	3.513458863
211	3.512503654
212	3.51155502
213	3.510872843
214	3.509942508
215	3.508960419
216	3.507703787
217	3.506887954
218	3.506023637
219	3.504961735
220	3.503828612
221	3.50306529
222	3.501766009
223	3.500783023
224	3.499281699
225	3.498182106
226	3.497374372
227	3.496399712
228	3.495503659
229	3.494704048
230	3.493654658
231	3.492163054
232	3.490824229
233	3.489944567
234	3.489018811
235	3.488151936
236	3.487122298
237	3.486520662
238	3.485580365
239	3.48485128
240	3.483985831
241	3.48324034
242	3.48234157
243	3.481669065
244	3.481072068
245	3.480538614
246	3.47982948
247	3.479018805
248	3.478326948
249	3.47708336
250	3.476335349
251	3.475574788
252	3.475060783
253	3.474293958
254	3.473058555
255	3.472475558
256	3.471450063
257	3.470834816
258	3.470295087
259	3.469417194
260	3.468824065
261	3.468090538
262	3.467378619
263	3.466705498
264	3.46579128
265	3.464797345
266	3.464073391
267	3.463550155
268	3.462837556
269	3.462294805
270	3.461559981
271	3.460796248
272	3.460248912
273	3.459766462
274	3.459240438
275	3.458477897
276	3.457795013
277	3.456874776
278	3.455962245
279	3.455316115
280	3.454419618
281	3.453715409
282	3.453072567
283	3.452440664
284	3.451907171
285	3.451374202
286	3.450714484
287	3.450277064
288	3.449406719
289	3.448979353
290	3.448366373
291	3.447993623
292	3.446977811
293	3.446653049
294	3.446104169
295	3.445628531
296	3.44529378
297	3.444851873
298	3.444282116
299	3.443817364
300	3.443183956
301	3.442562525
302	3.441836945
303	3.441393496
304	3.44058319
305	3.440095675
306	3.439677356
307	3.439134137
308	3.43843765
309	3.437787427
310	3.437320839
311	3.436851298
312	3.436398468
313	3.435838198
314	3.435329786
315	3.43486137
316	3.434419193
317	3.433871164
318	3.433395222
319	3.433008565
320	3.432608359
321	3.431910411
322	3.431266307
323	3.430886067
324	3.430777231
325	3.430337199
326	3.429957659
327	3.429641049
328	3.429201912
329	3.428563999
330	3.428050845
331	3.427632524
332	3.42715696
333	3.426682781
334	3.42626347
335	3.425579299
336	3.4252251
337	3.424887453
338	3.424489767
339	3.424161231
340	3.423608977
341	3.423023104
342	3.422634783
343	3.422185084
344	3.421876082
345	3.421269865
346	3.420935237
347	3.420428902
348	3.419975382
349	3.419414738
350	3.419185163
351	3.418706365
352	3.418691627
353	3.418208589
354	3.417678768
355	3.4172928
356	3.416954875
357	3.416691172
358	3.416375858
359	3.415989893
360	3.415450496
361	3.414965726
362	3.414490005
363	3.414185362
364	3.413755263
365	3.413483748
366	3.413314905
367	3.412823637
368	3.412424125
369	3.412085302
370	3.411789652
371	3.411539297
372	3.41121248
373	3.410528334
374	3.410113939
375	3.409698693
376	3.409476129
377	3.408793791
378	3.408196544
379	3.407889654
380	3.407544088
381	3.407098332
382	3.406752612
383	3.406375457
384	3.406167446
385	3.405709379
386	3.405222501
387	3.404922479
388	3.404541558
389	3.404124398
390	3.403838193
391	3.403332805
392	3.402982101
393	3.402674377
394	3.402204856
395	3.401868579
396	3.401601117
397	3.401259023
398	3.400748007
399	3.400291082
400	3.400034107
401	3.399676176
402	3.399227946
403	3.398884392
404	3.398544089
405	3.398197548
406	3.397749168
407	3.397437516
408	3.397127461
409	3.39677468
410	3.396457757
411	3.396297038
412	3.396213988
413	3.396030853
414	3.395712578
415	3.395350432
416	3.395108738
417	3.394728674
418	3.394354618
419	3.39400876
420	3.393702082
421	3.393379876
422	3.393002764
423	3.392750463
424	3.392450235
425	3.392012057
426	3.391656016
427	3.391252606
428	3.390643649
429	3.390138506
430	3.389820514
431	3.389504771
432	3.389183755
433	3.388984089
434	3.388667397
435	3.388381478
436	3.388003929
437	3.387728337
438	3.387326645
439	3.38687234
440	3.386732288
441	3.38632604
442	3.386080598
443	3.385649811
444	3.385393992
445	3.38516699
446	3.384708856
447	3.384345262
448	3.384054933
449	3.383663547
450	3.383455964
451	3.383260837
452	3.383091126
453	3.382867433
454	3.3825512
455	3.382362007
456	3.382150764
457	3.381904985
458	3.381566826
459	3.381388171
460	3.381122386
461	3.380770136
462	3.380546962
463	3.380223409
464	3.380011681
465	3.379622888
466	3.379315216
467	3.379054724
468	3.378881549
469	3.378554829
470	3.378282505
471	3.378010777
472	3.37748718
473	3.37720713
474	3.376916681
475	3.376642863
476	3.376430329
477	3.376251677
478	3.375936743
479	3.375529343
480	3.375212261
481	3.375210857
482	3.374940923
483	3.374696182
484	3.374358268
485	3.374128092
486	3.373848548
487	3.373598689
488	3.373318003
489	3.373041718
490	3.372742085
491	3.372365087
492	3.372031709
493	3.371765397
494	3.37125251
495	3.370949555
496	3.370710226
497	3.370388867
498	3.370201762
499	3.369960591
500	3.369694134
501	3.369339411
502	3.369120244
503	3.36888741
504	3.368748347
505	3.368493204
506	3.368046769
507	3.367762574
508	3.36745629
509	3.367131502
510	3.366791081
511	3.366591214
512	3.366383692
513	3.366047685
514	3.365737565
515	3.365513168
516	3.365279918
517	3.364997418
518	3.364671768
519	3.364451506
520	3.364213091
521	3.364091577
522	3.363892006
523	3.363523646
524	3.363259583
525	3.363075274
526	3.362728895
527	3.362410082
528	3.362091536
529	3.361884153
530	3.361691215
531	3.361332558
532	3.361121922
533	3.360837387
534	3.360612817
535	3.36014319
536	3.3598175
537	3.359408556
538	3.359149745
539	3.358903404
540	3.358553034
541	3.358283481
542	3.358078607
543	3.357977371
544	3.357834082
545	3.35757072
546	3.357392581
547	3.357075091
548	3.356772047
549	3.356548732
550	3.35626381
551	3.356003832
552	3.355712959
553	3.355444084
554	3.355085408
555	3.354879999
556	3.354672492
557	3.354262079
558	3.353974811
559	3.353497373
560	3.353188413
561	3.352994601
562	3.352777816
563	3.352623026
564	3.352455037
565	3.352263179
566	3.352036376
567	3.351764201
568	3.351524798
569	3.35137091
570	3.351152541
571	3.350889868
572	3.350709427
573	3.350556043
574	3.35011519
575	3.349857802
576	3.349607048
577	3.349216937
578	3.349119116
579	3.349062928
580	3.348697263
581	3.348348093
582	3.348151474
583	3.347847524
584	3.347477797
585	3.347260506
586	3.346910662
587	3.346795976
588	3.3464664
589	3.34616142
590	3.345960397
591	3.345763378
592	3.345498491
593	3.34535164
594	3.345138132
595	3.344925844
596	3.344686307
597	3.344396004
598	3.34425747
599	3.343640446
600	3.343462577
601	3.343079123
602	3.342806692
603	3.342597341
604	3.342434497
605	3.342212506
606	3.341901091
607	3.341704542
608	3.341437844
609	3.341256681
610	3.341087884
611	3.340864856
612	3.340688238
613	3.340467582
614	3.340138161
615	3.339763799
616	3.339553867
617	3.339278457
618	3.339153131
619	3.338919588
620	3.338692723
621	3.338518731
622	3.338349588
623	3.338142602
624	3.337861731
625	3.337610057
626	3.337285987
627	3.337063677
628	3.336852697
629	3.336622184
630	3.33643473
631	3.336324411
632	3.336044991
633	3.335804631
634	3.335650677
635	3.335486108
636	3.335218863
637	3.33492343
638	3.334704655
639	3.334488534
640	3.334306398
641	3.334110151
642	3.333788332
643	3.333631371
644	3.333373221
645	3.333118471
646	3.3327876
647	3.33242272
648	3.33214114
649	3.331910977
650	3.331716771
651	3.331473156
652	3.331160792
653	3.331060398
654	3.330852535
655	3.330710289
656	3.330541324
657	3.330392261
658	3.33020702
659	3.330032019
660	3.329872747
661	3.329642791
662	3.329491799
663	3.329271669
664	3.329106729
665	3.328964249
666	3.328795395
667	3.328677352
668	3.328442843
669	3.328268581
670	3.328139269
671	3.327950704
672	3.32777824
673	3.327565959
674	3.327384845
675	3.327137971
676	3.326976472
677	3.326800637
678	3.326660718
679	3.326439188
680	3.326287695
681	3.326193815
682	3.326052773
683	3.325841491
684	3.325649228
685	3.325425622
686	3.325245536
687	3.324794869
688	3.324626052
689	3.324488919
690	3.32437354
691	3.324174789
692	3.323854508
693	3.323748861
694	3.323578218
695	3.323363518
696	3.323248538
697	3.323084915
698	3.322853927
699	3.322736227
700	3.322569361
701	3.322348472
702	3.322092369
703	3.321940656
704	3.321850009
705	3.321525802
706	3.321299983
707	3.321063779
708	3.320916642
709	3.320791693
710	3.320534816
711	3.31987427
712	3.31966498
713	3.319532557
714	3.319362959
715	3.318862273
716	3.318678821
717	3.318486873
718	3.318250754
719	3.318058753
720	3.317913459
721	3.317724952
722	3.317426007
723	3.31721622
724	3.316992488
725	3.316773332
726	3.316594432
727	3.316216152
728	3.316036377
729	3.31585383
730	3.31566235
731	3.315470798
732	3.315169717
733	3.315022533
734	3.314833033
735	3.314598812
736	3.314436085
737	3.314193032
738	3.313960129
739	3.313808714
740	3.313538399
741	3.313339992
742	3.313221479
743	3.312928474
744	3.312766768
745	3.312650079
746	3.312561187
747	3.312430311
748	3.312286523
749	3.3120859
750	3.311906631
751	3.311736945
752	3.311520529
753	3.311235451
754	3.311063499
755	3.310748691
756	3.310628318
757	3.310242309
758	3.310038366
759	3.309818054
760	3.309688772
761	3.309599399
762	3.309378336
763	3.309062429
764	3.308780852
765	3.308551362
766	3.308305761
767	3.308211163
768	3.307948597
769	3.307841254
770	3.307552979
771	3.307222402
772	3.307054847
773	3.306852346
774	3.306611104
775	3.30640052
776	3.306302724
777	3.306074978
778	3.305875115
779	3.305718868
780	3.305477993
781	3.305281046
782	3.305055314
783	3.30448791
784	3.304320285
785	3.304160627
786	3.304001824
787	3.303826258
788	3.30374771
789	3.30348418
790	3.303329999
791	3.303070627
792	3.302870223
793	3.302635926
794	3.302475154
795	3.302292859
796	3.302186833
797	3.301954474
798	3.301813327
799	3.301576651
800	3.301254379
801	3.300834719
802	3.30073928
803	3.300600296
804	3.300416901
805	3.300278534
806	3.30006632
807	3.299801931
808	3.299670383
809	3.299597164
810	3.299450031
811	3.299310574
812	3.299148584
813	3.298956289
814	3.298756181
815	3.298531758
816	3.298364619
817	3.298157402
818	3.298043672
819	3.297855234
820	3.297682602
821	3.297318273
822	3.297239227
823	3.297149678
824	3.296880421
825	3.296691813
826	3.296450883
827	3.296183116
828	3.295998634
829	3.295808682
830	3.295662443
831	3.295443753
832	3.295336081
833	3.295153844
834	3.29503265
835	3.294868351
836	3.294496099
837	3.294271334
838	3.294135053
839	3.294007534
840	3.293781065
841	3.293631813
842	3.293448578
843	3.293337124
844	3.293139612
845	3.292987788
846	3.292820965
847	3.292600757
848	3.292477042
849	3.292184281
850	3.291825515
851	3.291623791
852	3.291319044
853	3.291207953
854	3.290963625
855	3.290863746
856	3.290709544
857	3.290529225
858	3.290375399
859	3.29021511
860	3.290026676
861	3.289961337
862	3.289799408
863	3.289584342
864	3.289305936
865	3.289263021
866	3.289071596
867	3.288828423
868	3.288554645
869	3.288416151
870	3.288227159
871	3.288063983
872	3.287824094
873	3.287604091
874	3.287394519
875	3.286853019
876	3.286731134
877	3.286360915
878	3.286241601
879	3.285954362
880	3.285770415
881	3.285627913
882	3.285388994
883	3.285202687
884	3.285029716
885	3.284734437
886	3.284610227
887	3.284493916
888	3.284305834
889	3.284149878
890	3.28399387
891	3.283869142
892	3.283528698
893	3.283423607
894	3.283314836
895	3.283138932
896	3.282964135
897	3.282798999
898	3.282662632
899	3.282226004
900	3.282097915
901	3.281966864
902	3.281711319
903	3.281547124
904	3.281468973
905	3.281316789
906	3.281212645
907	3.281061409
908	3.280901926
909	3.280749093
910	3.280531578
911	3.280350527
912	3.280231152
913	3.280101236
914	3.279802028
915	3.279657948
916	3.279568724
917	3.279394104
918	3.279237997
919	3.27915228
920	3.279029647
921	3.278889047
922	3.278812956
923	3.278630988
924	3.278520714
925	3.27836616
926	3.278187931
927	3.277987074
928	3.277784626
929	3.277561867
930	3.277386817
931	3.277075903
932	3.276957729
933	3.276871939
934	3.276666634
935	3.27643612
936	3.276260871
937	3.276133499
938	3.276004847
939	3.27590709
940	3.275744336
941	3.275568387
942	3.275424132
943	3.275199813
944	3.275089925
945	3.27480457
946	3.274682654
947	3.274654181
948	3.274453626
949	3.274266694
950	3.274099046
951	3.273845136
952	3.273732546
953	3.273528051
954	3.273333006
955	3.273248161
956	3.273160627
957	3.273027165
958	3.272911321
959	3.272741743
960	3.272543508
961	3.272394341
962	3.272140055
963	3.2719197
964	3.2718158
965	3.271550689
966	3.271237304
967	3.270996216
968	3.270909981
969	3.270753866
970	3.270671558
971	3.270437519
972	3.270315878
973	3.270096367
974	3.270042476
975	3.269827748
976	3.269418199
977	3.268895842
978	3.268615153
979	3.268434881
980	3.268323908
981	3.268118937
982	3.267929885
983	3.267784031
984	3.267508638
985	3.267240647
986	3.26705787
987	3.266917885
988	3.26677828
989	3.26667888
990	3.266506607
991	3.266393761
992	3.266279507
993	3.266040076
994	3.265812645
995	3.265732626
996	3.265571527
997	3.265445114
998	3.265273581
999	3.265045946
1000	3.264859974
1001	3.264760756
1002	3.264600427
1003	3.264428969
1004	3.264265125
1005	3.264159199
1006	3.263927915
1007	3.263764836
1008	3.263708923
1009	3.263600367
1010	3.263401648
1011	3.263292445
1012	3.263167121
1013	3.263061464
1014	3.262932499
1015	3.2626915
1016	3.262444961
1017	3.262329857
1018	3.262252441
1019	3.262150786
1020	3.262081739
1021	3.261898771
1022	3.261721756
1023	3.26158243
1024	3.261453407
1025	3.261303767
1026	3.261179993
1027	3.26104866
1028	3.260916931
1029	3.260601558
1030	3.260418738
1031	3.260327436
1032	3.260179119
1033	3.260051835
1034	3.259887403
1035	3.259762212
1036	3.259614261
1037	3.259460202
1038	3.259340308
1039	3.259165062
1040	3.258969175
1041	3.258872944
1042	3.258800383
1043	3.258642717
1044	3.258533377
1045	3.258436928
1046	3.258251943
1047	3.25790781
1048	3.257744599
1049	3.257640352
1050	3.257438713
1051	3.257352812
1052	3.257247658
1053	3.257161704
1054	3.257009273
1055	3.256946755
1056	3.25683556
1057	3.256807706
1058	3.256499429
1059	3.256362982
1060	3.256104345
1061	3.255899202
1062	3.255703616
1063	3.255588632
1064	3.255522644
1065	3.255336391
1066	3.255222627
1067	3.255034625
1068	3.254866804
1069	3.254723237
1070	3.254525584
1071	3.254418319
1072	3.254351939
1073	3.254119105
1074	3.254017447
1075	3.253904701
1076	3.253826772
1077	3.253713966
1078	3.253609073
1079	3.253528392
1080	3.253461857
1081	3.253249237
1082	3.253141053
1083	3.253062607
1084	3.252920657
1085	3.252761877
1086	3.252666862
1087	3.25255116
1088	3.252436034
1089	3.25225963
1090	3.252112987
1091	3.252024602
1092	3.251894724
1093	3.25180546
1094	3.251665707
1095	3.251560974
1096	3.251475419
1097	3.251377671
1098	3.251257612
1099	3.251133254
1100	3.251005723
1101	3.250743386
1102	3.250623077
1103	3.250482548
1104	3.250334012
1105	3.250142013
1106	3.250072836
1107	3.249993321
1108	3.249883548
1109	3.249808319
1110	3.249706237
1111	3.249614021
1112	3.249481096
1113	3.249398043
1114	3.249128306
1115	3.249003002
1116	3.248833082
1117	3.248691298
1118	3.248549904
1119	3.248341492
1120	3.248119114
1121	3.248009986
1122	3.247916426
1123	3.247823113
1124	3.247572648
1125	3.247409594
1126	3.247338497
1127	3.24719581
1128	3.24696243
1129	3.24687547
1130	3.246730159
1131	3.246629602
1132	3.246555933
1133	3.246385169
1134	3.246241513
1135	3.246020934
1136	3.245809339
1137	3.245587744
1138	3.245345131
1139	3.245187339
1140	3.244945012
1141	3.244890569
1142	3.244801578
1143	3.244621429
1144	3.244393828
1145	3.244295426
1146	3.244207156
1147	3.244147148
1148	3.243912806
1149	3.243749651
1150	3.24340813
1151	3.243187152
1152	3.243096398
1153	3.24296364
1154	3.242819431
1155	3.242652294
1156	3.242595115
1157	3.242433039
1158	3.24233013
1159	3.242147487
1160	3.242086831
1161	3.241904035
1162	3.241800831
1163	3.24164179
1164	3.241541137
1165	3.241475022
1166	3.24135929
1167	3.241252071
1168	3.241133223
1169	3.240962081
1170	3.240831179
1171	3.240773378
1172	3.240586408
1173	3.240545317
1174	3.240440283
1175	3.240359725
1176	3.240158825
1177	3.240017865
1178	3.239948236
1179	3.239872496
1180	3.239630563
1181	3.239451203
1182	3.239374018
1183	3.239231189
1184	3.239075137
1185	3.238945235
1186	3.238810696
1187	3.23870034
1188	3.238633899
1189	3.238477895
1190	3.238401288
1191	3.238366262
1192	3.238178273
1193	3.237992717
1194	3.237799905
1195	3.237685422
1196	3.237543234
1197	3.237404253
1198	3.237321622
1199	3.237243883
1200	3.237077153
1201	3.23690807
1202	3.236816753
1203	3.236622447
1204	3.236480388
1205	3.236270976
1206	3.236100872
1207	3.235983732
1208	3.23586279
1209	3.235799387
1210	3.235614482
1211	3.235445364
1212	3.235249344
1213	3.235146195
1214	3.23501168
1215	3.234806814
1216	3.234643512
1217	3.234489502
1218	3.234341474
1219	3.234217584
1220	3.23409721
1221	3.233977829
1222	3.2339344
1223	3.233817843
1224	3.233724507
1225	3.23363085
1226	3.233529011
1227	3.233346022
1228	3.23327411
1229	3.2330653
1230	3.232919717
1231	3.232878818
1232	3.23279201
1233	3.232724855
1234	3.232616386
1235	3.232488063
1236	3.23228192
1237	3.232222192
1238	3.232083821
1239	3.231882579
1240	3.231737487
1241	3.231582985
1242	3.231456681
1243	3.231316954
1244	3.231235043
1245	3.231088335
1246	3.230876041
1247	3.23072135
1248	3.230623574
1249	3.230452322
1250	3.230383296
1251	3.230193832
1252	3.230094443
1253	3.229981988
1254	3.229873289
1255	3.22966526
1256	3.229632823
1257	3.229437848
1258	3.229279987
1259	3.229074319
1260	3.228912341
1261	3.228836088
1262	3.228772432
1263	3.228585421
1264	3.228503495
1265	3.228416891
1266	3.228376883
1267	3.228329129
1268	3.228186947
1269	3.228020278
1270	3.227949272
1271	3.227774405
1272	3.227602332
1273	3.227490065
1274	3.22735439
1275	3.22732816
1276	3.227140072
1277	3.227082283
1278	3.227005708
1279	3.226873735
1280	3.226766031
1281	3.226620596
1282	3.226451701
1283	3.226407141
1284	3.226320382
1285	3.226082937
1286	3.225893689
1287	3.225843015
1288	3.22572056
1289	3.225565893
1290	3.22551355
1291	3.225363333
1292	3.22522315
1293	3.225110206
1294	3.224949573
1295	3.224810323
1296	3.224684721
1297	3.224476333
1298	3.224303061
1299	3.22420622
1300	3.224119061
1301	3.224008844
1302	3.22395991
1303	3.223884626
1304	3.223463614
1305	3.223265825
1306	3.222966079
1307	3.222568243
1308	3.222485861
1309	3.222446096
1310	3.222373284
1311	3.222252983
1312	3.222176016
1313	3.222061518
1314	3.222015988
1315	3.221857942
1316	3.221678831
1317	3.221642671
1318	3.221461347
1319	3.22128878
1320	3.221261212
1321	3.221196492
1322	3.221001374
1323	3.220793663
1324	3.220603952
1325	3.220463647
1326	3.220325754
1327	3.22014012
1328	3.219986398
1329	3.219853327
1330	3.219721283
1331	3.21964254
1332	3.219520802
1333	3.219369679
1334	3.219299866
1335	3.219133358
1336	3.218894884
1337	3.218775135
1338	3.218554925
1339	3.218417181
1340	3.218250873
1341	3.217981074
1342	3.217876388
1343	3.217801304
1344	3.217607064
1345	3.217483958
1346	3.217384188
1347	3.217292496
1348	3.217074355
1349	3.216943523
1350	3.21678565
1351	3.216614091
1352	3.21650021
1353	3.216348203
1354	3.216168837
1355	3.216055391
1356	3.21597319
1357	3.215838529
1358	3.215764157
1359	3.215549072
1360	3.215440517
1361	3.215338861
1362	3.215149403
1363	3.214961576
1364	3.214873107
1365	3.214718273
1366	3.214609753
1367	3.214516376
1368	3.21443556
1369	3.214273853
1370	3.214094534
1371	3.214052427
1372	3.214011007
1373	3.213859601
1374	3.213788995
1375	3.213646648
1376	3.213542111
1377	3.213351221
1378	3.213219292
1379	3.21306465
1380	3.21288723
1381	3.212786783
1382	3.212613304
1383	3.21247858
1384	3.21245211
1385	3.212324802
1386	3.212255359
1387	3.212162917
1388	3.211979294
1389	3.211730698
1390	3.21162155
1391	3.2115199
1392	3.211413177
1393	3.211236822
1394	3.211093679
1395	3.210912931
1396	3.210820072
1397	3.210686955
1398	3.210544941
1399	3.210374135
1400	3.210250115
1401	3.210153024
1402	3.209992987
1403	3.209896242
1404	3.209733651
1405	3.209599971
1406	3.209452628
1407	3.209339393
1408	3.209164652
1409	3.209090967
1410	3.209029497
1411	3.208996164
1412	3.208865993
1413	3.208769531
1414	3.208663762
1415	3.208572914
1416	3.208424059
1417	3.208234027
1418	3.208106595
1419	3.207984853
1420	3.207838236
1421	3.207690526
1422	3.207602273
1423	3.207498743
1424	3.207353705
1425	3.207201616
1426	3.207149643
1427	3.207082389
1428	3.207017647
1429	3.206807473
1430	3.206748898
1431	3.206665396
1432	3.206588691
1433	3.206490293
1434	3.20638264
1435	3.206283425
1436	3.206189042
1437	3.206053392
1438	3.205973151
1439	3.205884403
1440	3.205694025
1441	3.205567422
1442	3.205341973
1443	3.205249832
1444	3.205111735
1445	3.204996818
1446	3.204848163
1447	3.204577911
1448	3.204422047
1449	3.204307967
1450	3.204248805
1451	3.204098818
1452	3.204095341
1453	3.203996021
1454	3.203894928
1455	3.203816015
1456	3.20367155
1457	3.203615039
1458	3.203456191
1459	3.203412765
1460	3.203311358
1461	3.203207332
1462	3.203053873
1463	3.202958051
1464	3.202859884
1465	3.202833496
1466	3.202720783
1467	3.202587371
1468	3.202538792
1469	3.202455261
1470	3.202378392
1471	3.202276472
1472	3.202114783
1473	3.201992061
1474	3.201871887
1475	3.201793208
1476	3.201686297
1477	3.201591208
1478	3.201478276
1479	3.201317795
1480	3.201182923
1481	3.201013282
1482	3.200896545
1483	3.200715756
1484	3.200587933
1485	3.20047534
1486	3.200349415
1487	3.200209461
1488	3.200071345
1489	3.199881764
1490	3.199794958
1491	3.199735201
1492	3.199577625
1493	3.199170843
1494	3.199133478
1495	3.198946945
1496	3.19885831
1497	3.198803026
1498	3.198697211
1499	3.198639925
